date,site_id,influent_bod,influent_cod,influent_tss,effluent_bod,effluent_cod,effluent_tss,nh4,no3,po4,flow_m3d,temperature_c,aeration_kwh,energy_kwh
2019-09-06,WWTP_02,20.3,99.6,68.19,2.39,20.54,17.07,1.36,1.77,0.82,2345.8,0.12,76.83,1147.02
2019-09-07,WWTP_02,18.81,99.41,66.69,2.22,20.49,16.69,1.54,6.46,0.5,4444.13,-1.83,134.88,2404.85
2019-09-08,WWTP_02,17.49,107.43,68.21,1.07,16.64,13.77,0.78,6.03,1.03,2954.42,-2.03,197.54,1771.54
2019-09-09,WWTP_02,18.56,95.03,70.82,2.68,21.85,19.31,-0.27,3.31,0.31,2753.19,-1.88,89.4,1516.25
2019-09-10,WWTP_02,17.4,85.74,67.8,2.05,17.68,16.97,1.14,1.04,-0.01,1292.98,2.22,163.0,882.32
2019-09-11,WWTP_02,21.07,101.58,74.18,3.08,23.52,20.34,1.21,5.26,0.59,2430.05,0.23,91.61,1444.36
2019-09-12,WWTP_02,21.18,92.07,70.12,1.55,15.26,14.87,1.05,5.88,0.63,3070.52,3.94,194.7,1778.02
2019-09-13,WWTP_02,19.22,98.55,66.44,2.7,22.33,17.91,1.57,5.06,0.26,2224.96,5.55,175.68,1345.8
2019-09-14,WWTP_02,16.09,95.3,68.88,1.75,18.84,16.69,1.37,2.63,0.2,4986.73,2.17,103.29,2724.69
2019-09-15,WWTP_02,22.19,96.09,71.17,3.25,22.29,19.55,0.55,1.98,0.49,1289.51,0.89,193.12,864.3
2019-09-16,WWTP_02,19.0,98.62,67.77,2.84,23.13,18.78,1.5,5.97,-0.04,1384.5,1.95,131.36,811.38
2019-09-17,WWTP_02,16.78,94.66,68.18,0.98,14.45,13.62,0.15,4.54,-0.15,3415.02,-0.96,74.59,1692.56
2019-09-18,WWTP_02,21.18,108.14,64.88,2.81,23.75,17.06,1.48,2.36,0.84,1633.13,-1.11,113.8,968.92
2019-09-19,WWTP_02,20.69,89.07,69.11,1.26,13.78,13.94,0.11,4.22,-0.14,2566.15,-0.33,157.0,1557.25
2019-09-20,WWTP_02,22.03,89.18,63.08,3.08,20.13,16.95,1.42,3.55,0.92,1995.77,-2.04,53.86,927.69
2019-09-21,WWTP_02,21.2,90.64,67.57,2.21,17.58,16.13,-0.31,5.8,-0.27,4779.0,2.17,123.38,2571.96
2019-09-22,WWTP_02,18.57,94.43,66.31,,17.53,,0.16,3.09,0.82,3908.52,-0.77,89.52,1982.21
2019-09-23,WWTP_02,20.45,96.73,66.94,2.6,20.73,17.27,0.9,2.04,1.31,4623.78,-1.67,135.02,2321.79
2019-09-24,WWTP_02,15.93,103.5,65.57,1.67,20.12,15.68,1.75,6.18,0.28,3242.78,-2.55,181.48,1763.31
2019-09-25,WWTP_02,18.68,86.76,72.18,2.09,17.4,17.68,1.78,3.92,0.45,1268.96,1.85,119.7,795.86
2019-09-26,WWTP_02,21.32,93.87,71.23,2.95,21.06,19.05,-0.36,2.33,0.89,4161.04,-0.01,113.17,2004.52
2019-09-27,WWTP_02,16.12,91.14,66.5,2.33,20.96,18.14,0.1,0.56,0.77,2265.5,-0.67,195.97,1273.5
2019-09-28,WWTP_02,16.78,107.75,72.99,,18.98,16.2,0.57,4.39,-0.22,1216.19,4.35,183.17,605.12
2019-09-29,WWTP_02,18.02,86.16,64.7,2.43,19.08,17.13,0.86,5.31,0.45,2962.45,-3.27,177.32,1649.83
2019-09-30,WWTP_02,22.73,97.11,66.4,2.1,17.78,15.17,0.15,2.12,1.07,1176.58,-0.91,123.83,840.57
2019-10-01,WWTP_02,18.53,99.8,65.49,2.77,23.43,18.16,0.21,4.58,-0.09,1455.05,0.11,111.64,972.42
2019-10-02,WWTP_02,20.83,90.36,68.88,1.41,14.55,14.3,1.52,4.08,0.27,2050.03,0.05,137.79,1057.18
2019-10-03,WWTP_02,18.2,80.76,71.55,1.09,12.43,14.37,0.01,2.79,-0.06,3499.78,-2.69,159.33,1893.43
2019-10-04,WWTP_02,19.59,90.39,67.8,1.19,13.97,13.66,0.93,4.52,1.11,1601.24,-1.54,120.27,882.26
2019-10-05,WWTP_02,18.17,94.5,70.12,0.94,13.85,13.6,1.19,1.47,1.24,3064.99,-0.34,73.06,1616.9
2019-10-06,WWTP_02,19.35,99.52,70.45,2.51,21.59,18.35,0.13,4.63,0.08,2754.69,1.38,117.99,1561.83
2019-10-07,WWTP_02,19.99,96.62,63.82,2.45,20.32,16.22,0.39,1.21,0.17,1838.08,1.42,118.3,1133.22
2019-10-08,WWTP_02,21.24,82.33,70.34,1.58,13.74,15.0,0.25,4.67,-0.23,4357.63,4.23,83.19,2183.37
2019-10-09,WWTP_02,21.19,98.32,74.38,2.21,19.07,17.76,1.84,3.5,1.14,4205.41,-0.94,111.58,2165.12
2019-10-10,WWTP_02,16.17,90.93,69.27,1.58,17.08,16.13,1.62,2.64,0.8,1982.53,0.51,64.85,1032.51
2019-10-11,WWTP_02,20.39,91.37,67.84,1.06,13.42,,0.28,0.76,0.91,2803.95,0.1,65.11,1452.72
2019-10-12,WWTP_02,18.69,94.25,67.66,1.31,15.35,14.17,0.61,2.54,0.11,2922.59,4.41,88.57,1632.09
2019-10-13,WWTP_02,14.87,92.66,73.88,,18.14,17.77,0.65,4.92,0.88,4333.09,-2.81,87.49,2393.06
2019-10-14,WWTP_02,22.61,92.61,60.54,2.68,19.15,15.19,-0.03,1.82,-0.11,3732.28,1.12,159.45,2039.71
2019-10-15,WWTP_02,18.7,100.69,68.53,1.81,18.84,15.92,1.89,1.04,0.04,2763.02,0.52,137.71,1467.71
2019-10-16,WWTP_02,18.81,96.76,71.28,2.45,21.01,18.58,0.86,5.0,1.03,2998.47,-1.49,92.07,1764.06
2019-10-17,WWTP_02,17.27,99.0,67.84,2.09,20.68,17.15,1.2,1.26,0.83,2133.19,-2.06,50.04,1080.06
2019-10-18,WWTP_02,20.09,97.29,71.51,1.06,14.36,13.94,0.57,4.65,-0.17,2584.99,0.67,93.18,1439.0
2019-10-19,WWTP_02,19.83,90.1,63.66,1.09,13.46,12.52,-0.31,2.39,1.29,2283.74,3.61,87.84,1359.97
2019-10-20,WWTP_02,19.39,90.9,69.06,1.53,15.54,14.98,0.61,2.99,1.06,4851.14,0.3,122.14,2446.06
2019-10-21,WWTP_02,16.17,86.19,67.95,1.72,16.87,16.34,0.14,5.48,1.1,2945.57,0.16,94.77,1429.22
2019-10-22,WWTP_02,20.95,98.96,64.87,3.06,22.9,17.78,-0.11,0.63,-0.0,1275.96,0.02,190.42,768.86
2019-10-23,WWTP_02,14.66,96.3,66.76,1.71,19.73,16.63,0.18,2.87,0.28,3709.22,2.93,93.44,1878.22
2019-10-24,WWTP_02,19.43,92.03,63.79,1.09,13.87,12.62,0.61,4.59,0.18,1508.13,0.78,73.65,793.12
2019-10-25,WWTP_02,20.27,90.36,67.73,2.27,18.15,16.61,0.94,4.0,0.28,2180.44,0.56,160.01,1225.83
2019-10-26,WWTP_02,19.82,98.53,61.56,2.26,19.97,15.2,-0.01,4.16,0.64,1811.97,4.1,138.56,1021.74
2019-10-27,WWTP_02,19.46,88.97,70.54,1.7,15.87,15.8,0.07,4.9,0.91,1097.71,2.72,111.76,783.34
2019-10-28,WWTP_02,16.85,97.07,63.57,0.99,14.83,12.71,1.68,6.18,1.42,1042.68,-1.03,178.98,878.98
2019-10-29,WWTP_02,21.83,97.42,64.04,1.94,17.53,14.44,1.44,2.72,-0.05,1278.58,4.47,138.34,946.87
2019-10-30,WWTP_02,19.61,78.29,68.75,2.16,15.59,16.75,-0.23,2.69,1.43,4494.22,3.53,177.09,2250.17
2019-10-31,WWTP_02,18.66,94.3,67.81,0.99,13.93,13.23,1.44,1.11,0.1,4085.29,0.26,176.22,2372.91
2019-11-01,WWTP_02,21.88,90.47,70.24,1.73,15.49,15.26,0.26,0.94,0.12,1714.52,0.18,126.28,803.7
2019-11-02,WWTP_02,15.89,93.56,68.05,1.75,18.65,16.6,0.47,5.91,1.05,4431.06,1.38,124.25,2379.52
2019-11-03,WWTP_02,17.92,92.98,63.62,2.57,21.31,17.3,1.8,1.48,1.33,4456.92,5.58,142.92,2347.28
2019-11-04,WWTP_02,18.84,102.78,67.28,1.05,15.45,13.29,0.96,3.51,1.13,4286.31,5.33,133.17,2263.03
2019-11-05,WWTP_02,16.83,107.6,66.48,1.13,17.25,13.76,-0.12,5.87,0.73,1789.26,0.23,129.63,927.8
2019-11-06,WWTP_02,18.93,96.26,67.11,1.86,18.14,15.67,1.67,3.45,1.15,3473.39,-0.41,66.96,1782.08
2019-11-07,WWTP_02,17.18,103.65,66.08,1.58,18.94,15.08,0.74,1.81,0.2,3302.0,3.87,75.6,1459.04
2019-11-08,WWTP_02,21.39,97.41,67.8,1.12,14.34,13.19,0.61,4.37,-0.03,3424.06,-0.42,63.44,1843.65
2019-11-09,WWTP_02,21.52,87.57,74.6,1.38,13.81,15.26,2.18,3.81,1.41,3333.33,-1.32,81.39,1936.14
2019-11-10,WWTP_02,14.87,96.13,69.14,1.71,19.56,17.13,0.93,1.63,-0.09,4101.64,3.22,135.6,2127.32
2019-11-11,WWTP_02,20.54,85.62,69.45,2.61,18.36,17.92,-0.16,1.63,0.36,1467.52,2.91,138.16,838.01
2019-11-12,WWTP_02,18.9,94.83,64.81,2.32,19.98,16.5,0.33,4.79,0.55,1718.64,7.22,153.37,1123.31
2019-11-13,WWTP_02,20.13,96.67,67.11,1.66,16.86,14.78,0.12,5.05,0.6,4779.94,4.55,107.3,2402.66
2019-11-14,WWTP_02,19.54,96.97,70.68,0.99,14.1,13.63,0.47,3.52,0.74,2179.72,2.71,52.29,1070.15
2019-11-15,WWTP_02,17.95,87.71,67.57,1.12,13.72,13.73,1.61,1.43,0.97,3614.63,4.43,189.82,1988.66
2019-11-16,WWTP_02,21.71,99.95,68.34,2.75,21.4,17.62,0.31,5.79,0.1,2874.61,2.53,190.79,1629.7
2019-11-17,WWTP_02,20.16,92.24,65.51,2.17,18.15,15.81,0.64,2.63,1.53,1613.46,6.06,93.19,917.83
2019-11-18,WWTP_02,20.95,88.92,71.31,2.47,18.34,17.85,0.51,6.7,1.46,2829.27,6.95,176.93,1369.58
2019-11-19,WWTP_02,17.15,93.96,64.87,1.65,17.54,15.04,-0.05,3.65,1.22,3720.18,6.34,52.7,1936.9
2019-11-20,WWTP_02,22.85,97.22,62.51,3.12,21.65,16.62,2.12,3.83,1.4,3343.41,6.0,151.13,1879.66
2019-11-21,WWTP_02,22.2,97.57,60.96,1.55,15.88,12.75,0.85,3.36,0.07,4658.34,5.78,111.98,2370.97
2019-11-22,WWTP_02,23.43,90.32,68.92,1.71,14.95,14.6,2.0,2.07,1.44,3624.58,4.11,182.28,2288.11
2019-11-23,WWTP_02,18.05,85.42,67.34,2.0,17.05,16.44,0.91,2.79,0.38,4444.25,6.08,75.92,2248.52
2019-11-24,WWTP_02,19.13,94.67,71.24,1.18,14.71,14.41,0.51,3.87,0.73,4494.3,4.34,164.42,2617.99
2019-11-25,WWTP_02,20.5,100.73,68.01,1.56,16.96,14.59,1.32,4.29,0.53,3082.08,4.18,157.12,1879.31
2019-11-26,WWTP_02,20.16,96.07,61.99,1.64,16.63,13.58,0.6,4.97,1.44,2672.53,3.95,186.65,1643.11
2019-11-27,WWTP_02,20.29,96.28,67.89,2.48,20.23,17.24,2.15,2.85,1.13,3696.88,3.26,171.35,1950.0
2019-11-28,WWTP_02,19.91,104.4,73.34,1.34,16.76,15.2,1.07,2.82,0.42,3144.77,9.86,117.37,1603.36
2019-11-29,WWTP_02,20.1,90.6,70.85,2.62,19.69,18.48,1.05,2.56,0.97,2485.85,10.31,80.53,1090.85
2019-11-30,WWTP_02,16.47,87.24,68.81,1.56,16.15,15.85,1.43,5.46,0.29,2008.89,6.06,171.61,1026.5
2019-12-01,WWTP_02,20.42,95.16,67.55,,,17.92,1.82,4.44,0.24,1036.97,6.4,140.93,705.57
2019-12-02,WWTP_02,22.34,85.64,67.17,2.85,18.41,17.37,0.53,3.83,1.12,2055.22,7.08,51.81,1323.54
2019-12-03,WWTP_02,21.41,96.88,70.37,2.2,18.66,16.71,1.5,6.85,1.42,2291.91,6.24,125.66,1184.44
2019-12-04,WWTP_02,20.62,106.56,69.45,1.43,17.31,14.51,0.81,5.29,0.75,4556.48,7.46,176.78,2648.36
2019-12-05,WWTP_02,21.14,96.4,72.13,2.51,19.94,18.1,1.98,2.65,0.69,4462.91,6.94,82.21,2469.3
2019-12-06,WWTP_02,17.98,91.15,70.74,2.24,19.35,18.11,1.25,3.67,1.71,2564.37,7.04,62.0,1362.21
2019-12-07,WWTP_02,19.09,87.75,74.55,2.04,17.21,17.95,0.26,4.47,0.91,1598.2,9.2,79.47,794.67
2019-12-08,WWTP_02,19.35,93.45,67.02,2.5,20.19,17.4,1.37,1.52,1.2,3092.63,6.73,184.8,1773.36
2019-12-09,WWTP_02,19.88,94.55,70.09,2.19,18.83,17.08,0.58,2.95,0.52,3224.95,10.4,68.96,1669.7
2019-12-10,WWTP_02,19.49,103.8,72.48,1.82,19.1,16.62,1.35,4.42,1.32,1351.09,6.88,150.23,869.01
2019-12-11,WWTP_02,19.47,84.7,65.36,,,17.38,1.45,2.23,0.9,4054.46,9.43,198.8,2056.44
2019-12-12,WWTP_02,22.71,99.85,73.71,3.32,23.1,20.2,0.5,2.71,0.78,4382.98,9.02,101.94,2423.43
2019-12-13,WWTP_02,22.93,86.28,72.67,2.12,15.79,16.6,1.07,2.02,1.8,1508.73,12.2,99.35,720.55
2019-12-14,WWTP_02,18.12,93.1,66.47,1.41,15.84,14.38,1.5,7.2,0.19,3012.27,6.92,137.63,1755.44
2019-12-15,WWTP_02,21.57,100.18,68.49,3.19,23.37,18.9,2.07,7.17,1.24,2756.12,9.71,153.47,1528.51
2019-12-16,WWTP_02,19.02,96.95,75.3,1.89,18.37,17.66,2.3,6.76,1.18,1051.03,13.25,154.28,835.82
2019-12-17,WWTP_02,17.3,89.44,73.54,1.01,13.64,14.68,0.61,5.65,0.15,4698.6,8.92,82.15,2282.71
2019-12-18,WWTP_02,18.45,109.96,69.6,1.27,17.82,14.52,2.01,5.99,1.34,2243.89,11.3,64.95,1263.8
2019-12-19,WWTP_02,20.25,97.46,70.91,3.02,22.82,19.62,0.65,3.6,1.15,1300.37,11.35,186.89,889.81
2019-12-20,WWTP_02,22.77,102.23,74.59,1.96,18.15,16.65,1.89,5.01,1.85,3929.16,14.63,166.54,2100.22
2019-12-21,WWTP_02,22.21,97.43,67.26,2.19,18.39,15.72,2.4,4.38,1.16,3108.28,12.39,174.21,1685.27
2019-12-22,WWTP_02,22.08,90.95,66.4,3.04,20.36,17.73,2.8,4.11,0.58,1685.3,13.08,150.14,1153.32
2019-12-23,WWTP_02,23.95,88.36,67.12,2.49,17.09,15.99,1.34,6.95,1.79,2213.81,13.39,189.62,1342.14
2019-12-24,WWTP_02,22.48,88.73,72.36,3.36,20.81,20.05,1.79,3.83,0.77,3579.63,11.83,177.72,2072.54
2019-12-25,WWTP_02,22.26,98.8,64.84,2.34,19.21,15.51,0.42,5.16,1.35,3367.66,14.17,60.01,1904.71
2019-12-26,WWTP_02,22.13,92.39,68.92,2.37,18.14,16.61,1.79,3.82,1.46,3575.08,13.04,99.92,1960.65
2019-12-27,WWTP_02,24.22,102.9,76.3,3.61,24.08,21.1,2.16,4.13,1.85,4271.94,10.69,80.56,2270.02
2019-12-28,WWTP_02,21.14,85.55,70.59,2.82,18.83,18.6,2.88,2.54,1.84,4654.31,10.2,128.8,2408.27
2019-12-29,WWTP_02,25.17,89.49,73.8,3.02,18.6,18.59,1.9,4.91,1.25,2146.64,12.83,57.84,1108.78
2019-12-30,WWTP_02,21.43,97.57,70.59,2.63,20.53,17.95,2.65,4.86,0.8,3070.56,13.89,107.29,1544.64
2019-12-31,WWTP_02,22.24,106.29,67.48,2.53,21.5,16.64,2.57,4.7,1.51,1429.81,15.69,81.76,866.27
2019-01-01,WWTP_03,25.22,95.39,73.67,2.34,17.51,16.87,2.88,5.1,1.69,3188.51,14.23,56.12,1722.79
2019-01-02,WWTP_03,22.32,101.09,71.89,2.9,21.93,18.72,2.82,7.14,1.63,2570.94,8.82,88.01,1413.04
2019-01-03,WWTP_03,24.91,105.49,72.62,2.45,19.88,16.96,1.46,6.5,1.65,4053.14,18.58,158.39,2124.56
2019-01-04,WWTP_03,23.76,93.33,72.99,1.77,15.59,15.57,1.37,2.91,1.01,4919.66,16.87,114.95,2440.83
2019-01-05,WWTP_03,25.97,100.92,74.5,1.63,15.8,15.15,1.28,2.62,1.93,2512.79,19.83,136.46,1329.01
2019-01-06,WWTP_03,28.19,101.49,75.42,3.41,21.19,19.06,0.94,7.0,0.73,3869.61,16.38,131.0,2134.5
2019-01-07,WWTP_03,22.16,103.11,81.51,1.14,15.08,15.79,2.94,7.33,1.87,2871.4,15.4,148.62,1560.92
2019-01-08,WWTP_03,27.9,105.3,75.77,2.51,19.05,17.15,2.38,7.88,0.79,3984.52,13.32,166.49,2174.44
2019-01-09,WWTP_03,30.18,109.78,73.69,2.66,19.7,16.58,1.64,3.4,2.02,3045.87,13.02,160.09,1506.0
2019-01-10,WWTP_03,24.1,96.26,69.41,2.3,17.91,16.05,2.0,5.21,0.62,2984.3,17.2,189.9,1676.97
2019-01-11,WWTP_03,29.6,112.55,76.86,2.55,19.99,17.16,2.58,4.47,2.03,4281.85,17.18,178.09,2264.87
2019-01-12,WWTP_03,24.83,100.17,71.69,1.6,15.83,14.68,0.75,2.74,0.88,1799.49,19.22,134.47,971.31
2019-01-13,WWTP_03,26.4,105.77,71.73,2.18,18.42,15.78,2.44,6.63,1.66,1000.21,17.63,193.09,736.87
2019-01-14,WWTP_03,27.28,107.77,73.34,1.47,16.02,14.37,2.4,5.76,2.04,2771.75,17.16,189.93,1821.04
2019-01-15,WWTP_03,26.53,101.5,77.7,2.43,18.53,17.71,2.99,8.01,0.55,2609.48,19.89,53.52,1401.61
2019-01-16,WWTP_03,22.57,111.69,81.97,2.78,23.57,20.89,2.98,7.95,1.14,4561.21,21.7,121.39,2331.6
2019-01-17,WWTP_03,30.0,104.55,74.5,4.2,23.62,20.04,1.99,6.55,1.03,3781.95,19.03,154.8,2038.83
2019-01-18,WWTP_03,30.46,106.47,77.38,3.2,20.71,18.51,1.26,4.28,0.55,3534.14,17.68,165.62,1826.81
2019-01-19,WWTP_03,24.43,102.06,76.32,3.35,22.79,20.34,1.91,5.5,1.65,3533.13,18.38,171.61,1933.99
2019-01-20,WWTP_03,26.59,102.4,73.54,3.22,21.4,18.6,1.56,5.61,1.62,2524.4,17.96,93.54,1480.09
2019-01-21,WWTP_03,25.98,107.04,74.48,1.45,16.07,14.7,2.61,3.04,1.94,3929.2,18.52,141.64,2069.85
2019-01-22,WWTP_03,29.3,107.29,70.4,2.79,19.91,16.25,2.16,5.92,2.13,4608.98,20.79,191.51,2526.15
2019-01-23,WWTP_03,26.38,104.18,78.66,2.62,19.75,18.45,2.7,3.39,0.95,3927.1,20.51,74.71,1908.81
2019-01-24,WWTP_03,25.33,114.99,72.22,2.87,23.21,17.78,2.24,3.18,1.9,2479.55,23.41,81.45,1407.63
2019-01-25,WWTP_03,27.56,112.48,71.29,1.54,16.89,14.07,2.75,3.85,1.12,4238.7,20.45,154.35,2240.01
2019-01-26,WWTP_03,30.11,102.47,79.67,3.88,22.13,20.68,2.46,8.48,1.08,2843.88,22.2,176.51,1795.69
2019-01-27,WWTP_03,27.86,112.66,77.76,,,,1.09,7.38,1.98,1650.61,20.81,178.15,1024.61
2019-01-28,WWTP_03,31.09,105.55,78.89,4.06,22.96,20.59,1.62,5.7,1.47,4222.32,22.49,167.12,2414.83
2019-01-29,WWTP_03,28.83,101.04,78.27,3.47,21.03,19.74,0.95,4.5,1.56,2503.75,21.48,130.23,1354.52
2019-01-30,WWTP_03,23.84,111.26,75.57,1.2,16.15,14.56,1.52,7.08,1.23,1032.43,22.14,123.25,614.68
2019-01-31,WWTP_03,28.32,96.93,72.81,3.09,19.23,17.68,1.53,5.95,0.93,3033.62,21.37,73.61,1706.62
2019-02-01,WWTP_03,28.9,107.1,72.48,4.13,24.49,19.68,2.45,4.35,1.5,3069.84,22.81,137.45,1751.19
2019-02-02,WWTP_03,28.51,106.91,73.3,1.87,17.0,15.08,2.05,7.76,2.01,1755.48,24.74,155.17,930.7
2019-02-03,WWTP_03,25.31,114.01,72.7,3.22,24.43,18.75,0.99,7.1,0.91,1417.93,21.84,121.39,695.55
2019-02-04,WWTP_03,25.53,114.88,73.96,2.23,20.52,16.59,1.36,3.96,2.09,2025.02,19.49,107.03,1156.36
2019-02-05,WWTP_03,29.19,115.59,72.29,4.32,26.96,19.94,2.85,5.77,2.02,4818.55,19.01,119.76,2548.57
2019-02-06,WWTP_03,28.96,110.01,74.58,4.04,24.8,20.03,1.3,4.62,1.69,4217.28,24.96,184.89,2295.78
2019-02-07,WWTP_03,23.04,107.24,74.59,3.04,23.47,19.56,2.65,5.68,1.5,2710.77,27.37,133.53,1501.09
2019-02-08,WWTP_03,27.27,111.94,73.14,2.43,20.17,16.51,1.77,3.87,1.59,3129.24,23.97,61.38,1718.39
2019-02-09,WWTP_03,30.64,107.3,71.7,2.39,18.26,15.51,2.38,5.31,1.22,3441.58,24.68,61.21,1827.12
2019-02-10,WWTP_03,29.67,107.57,75.27,1.94,17.1,15.48,2.12,5.6,1.76,4097.91,25.71,55.07,1979.02
2019-02-11,WWTP_03,28.5,100.51,71.96,2.94,19.38,17.1,1.92,3.62,0.94,1133.75,25.95,67.35,630.23
2019-02-12,WWTP_03,30.58,116.18,81.69,2.79,21.17,18.6,3.18,3.43,1.87,3136.11,25.02,106.87,1790.34
2019-02-13,WWTP_03,24.78,108.28,78.92,1.67,17.41,16.37,2.11,3.63,0.81,1205.34,22.05,157.69,647.5
2019-02-14,WWTP_03,26.42,103.02,72.56,3.61,22.97,19.31,3.48,7.86,1.02,2626.27,25.61,103.34,1421.64
2019-02-15,WWTP_03,30.85,110.72,74.25,3.4,22.06,18.1,1.79,5.3,1.57,2372.46,24.37,52.88,1096.22
2019-02-16,WWTP_03,26.72,111.54,76.43,1.94,18.44,16.18,3.18,6.03,1.08,3948.91,24.93,154.96,2166.5
2019-02-17,WWTP_03,27.52,111.09,78.52,1.54,16.72,15.52,2.96,4.23,1.49,1286.01,28.75,107.97,684.89
2019-02-18,WWTP_03,29.92,98.45,72.87,2.41,16.97,15.92,1.43,7.09,1.23,1795.67,25.3,190.45,1083.89
2019-02-19,WWTP_03,27.37,108.58,74.91,2.73,20.62,17.6,1.98,3.91,1.39,3689.05,26.53,138.48,2132.5
2019-02-20,WWTP_03,26.8,103.28,74.72,3.42,22.18,19.31,2.48,6.51,2.36,1782.28,25.04,146.25,1062.06
2019-02-21,WWTP_03,30.72,103.6,73.57,4.49,23.98,20.17,1.96,7.62,0.84,1877.18,28.47,118.3,1127.32
2019-02-22,WWTP_03,26.4,118.08,75.26,2.43,21.59,17.17,3.57,3.58,1.63,2315.68,24.46,126.25,1305.96
2019-02-23,WWTP_03,30.78,98.27,75.08,3.7,20.46,18.93,2.17,8.2,2.42,2754.62,29.03,114.04,1458.0
2019-02-24,WWTP_03,25.17,110.68,76.99,1.74,17.95,16.07,3.17,4.49,2.0,4200.22,30.36,101.92,1996.94
2019-02-25,WWTP_03,26.88,100.97,77.06,1.72,15.92,15.75,1.87,4.58,1.6,2995.4,25.77,75.46,1485.58
2019-02-26,WWTP_03,30.15,113.55,81.78,2.3,19.16,17.58,1.59,9.03,2.19,1817.93,26.69,77.92,966.68
2019-02-27,WWTP_03,31.61,113.27,78.84,2.83,20.45,17.83,2.96,3.36,1.33,3551.29,28.36,89.81,1950.52
2019-02-28,WWTP_03,30.36,113.0,75.86,4.23,25.47,20.36,2.49,7.87,1.18,2077.96,28.7,86.41,1200.73
2019-03-01,WWTP_03,28.63,112.59,72.79,2.12,18.75,15.49,3.73,4.36,2.11,2355.2,27.15,169.08,1223.11
2019-03-02,WWTP_03,32.79,96.79,71.86,3.63,19.33,17.54,3.01,8.92,1.74,4073.6,30.53,63.38,2101.27
2019-03-03,WWTP_03,25.45,107.14,76.56,3.14,22.63,19.52,2.57,6.74,2.39,3581.38,29.43,167.73,1944.37
2019-03-04,WWTP_03,27.75,107.56,78.48,1.97,17.63,16.51,3.14,7.07,2.5,3134.36,31.91,66.97,1580.92
2019-03-05,WWTP_03,29.87,114.06,81.48,3.11,22.08,19.42,2.21,5.44,1.91,4005.09,26.21,124.1,2187.37
2019-03-06,WWTP_03,28.24,118.07,81.22,2.37,20.72,17.97,2.33,8.71,1.11,4982.07,28.8,67.83,2640.95
2019-03-07,WWTP_03,26.69,111.41,77.51,1.36,16.24,14.98,2.04,7.61,1.04,2627.24,27.72,138.66,1553.8
2019-03-08,WWTP_03,32.97,109.73,79.86,3.36,21.03,18.89,1.51,6.72,1.41,1619.77,29.04,177.36,1062.51
2019-03-09,WWTP_03,28.63,113.06,79.55,4.28,26.52,22.04,2.39,4.56,2.4,1698.34,29.0,89.5,755.3
2019-03-10,WWTP_03,29.48,101.51,80.95,2.79,18.79,18.65,2.39,6.78,1.47,4744.59,27.17,58.24,2502.64
2019-03-11,WWTP_03,29.23,106.34,78.21,3.52,22.16,19.74,3.13,3.9,2.24,3875.63,27.92,157.66,2123.86
2019-03-12,WWTP_03,30.48,112.56,73.68,2.87,20.79,16.95,3.63,5.75,2.3,1000.96,28.27,75.28,475.77
2019-03-13,WWTP_03,33.02,99.45,75.24,2.08,15.58,15.32,2.86,7.09,1.77,1367.4,27.8,120.92,771.95
2019-03-14,WWTP_03,30.22,111.78,72.97,3.77,23.72,18.68,2.18,5.04,1.74,2760.59,31.12,126.86,1404.22
2019-03-15,WWTP_03,31.81,105.46,75.24,3.66,21.47,18.64,3.21,7.97,2.0,1936.11,32.32,122.64,1280.95
2019-03-16,WWTP_03,27.7,127.52,81.92,3.85,28.71,21.97,3.23,4.25,0.99,4904.32,30.38,193.55,2636.82
2019-03-17,WWTP_03,27.32,109.25,72.72,1.83,17.51,15.05,3.74,7.25,1.48,3413.3,30.59,180.56,1860.4
2019-03-18,WWTP_03,24.92,113.43,76.2,2.93,23.34,19.04,2.55,8.36,1.09,4430.62,32.13,184.63,2386.74
2019-03-19,WWTP_03,29.87,106.28,73.04,3.49,21.79,18.2,1.81,7.1,1.69,4462.8,29.72,164.44,2368.01
2019-03-20,WWTP_03,29.63,111.49,77.76,3.46,22.86,19.38,2.63,3.55,0.9,1960.51,29.94,65.12,970.48
2019-03-21,WWTP_03,27.63,111.51,79.16,2.29,19.46,17.44,1.39,9.38,2.38,4580.42,27.15,184.05,2603.18
2019-03-22,WWTP_03,29.81,99.24,75.71,2.81,18.34,17.42,3.29,7.19,1.28,1003.77,28.72,163.57,756.44
2019-03-23,WWTP_03,28.59,113.88,69.39,2.92,21.87,16.44,2.51,8.13,1.79,2266.87,26.88,72.22,1250.14
2019-03-24,WWTP_03,31.4,116.44,76.96,1.9,17.99,15.51,3.73,8.33,1.97,2214.88,33.12,197.44,1218.83
2019-03-25,WWTP_03,27.47,105.77,76.63,1.43,15.54,14.89,2.86,6.83,2.01,2988.09,30.03,157.43,1613.43
2019-03-26,WWTP_03,31.77,106.87,74.76,4.25,23.56,19.72,2.32,8.57,2.3,2531.3,28.49,138.37,1309.6
2019-03-27,WWTP_03,30.41,110.88,77.04,3.53,22.69,19.17,3.15,4.83,1.34,3047.61,28.06,89.43,1562.82
2019-03-28,WWTP_03,26.97,109.68,74.52,2.01,18.33,15.9,1.45,4.99,2.41,3874.13,30.38,60.95,1995.12
2019-03-29,WWTP_03,31.46,111.7,80.2,2.57,19.4,17.61,3.88,4.89,1.96,2841.29,30.61,135.07,1472.2
